chr	start	end	refStart_noChr	refEnd_noChr
chr6	79536958	79539458	1119684509	1119687009
chr6	79629329	79631829	1119776880	1119779380
chr6	79947053	79949553	1120094604	1120097104
chr6	80001887	80004387	1120149438	1120151938
chr6	80104647	80107147	1120252198	1120254698
chr6	81752274	81754774	1121899825	1121902325
chr6	82247254	82249754	1122394805	1122397305
chr6	82361206	82363706	1122508757	1122511257
chr6	83065341	83068166	1123212892	1123215717
chr6	83191357	83195936	1123338908	1123343487
chr6	83430551	83433051	1123578102	1123580602
chr6	83510534	83513034	1123658085	1123660585
chr6	83709191	83711691	1123856742	1123859242
chr6	83851360	83853860	1123998911	1124001411
chr6	83857656	83860156	1124005207	1124007707
chr6	84031772	84034272	1124179323	1124181823
chr6	84227143	84229643	1124374694	1124377194
chr6	84764098	84766598	1124911649	1124914149
chr6	85447584	85450084	1125595135	1125597635
chr6	85593656	85596156	1125741207	1125743707
chr6	85643563	85646063	1125791114	1125793614
chr6	85678233	85680733	1125825784	1125828284
chr6	86935528	86938028	1127083079	1127085579
chr6	87094606	87097106	1127242157	1127244657
chr6	87149803	87152303	1127297354	1127299854
chr6	87320583	87323083	1127468134	1127470634
chr6	87328778	87331278	1127476329	1127478829
chr6	87342813	87345313	1127490364	1127492864
chr6	87405972	87408512	1127553523	1127556063
chr6	87468623	87471123	1127616174	1127618674
chr6	87588067	87592028	1127735618	1127739579
chr6	87701733	87704233	1127849284	1127851784
chr6	88045841	88048341	1128193392	1128195892
chr6	88165847	88168347	1128313398	1128315898
chr6	88963118	88965618	1129110669	1129113169
chr6	89078751	89081251	1129226302	1129228802
chr6	89117571	89120071	1129265122	1129267622
chr6	89144055	89146555	1129291606	1129294106
chr6	89230778	89233278	1129378329	1129380829
chr6	89314799	89317299	1129462350	1129464850
chr6	89352222	89354722	1129499773	1129502273
chr6	89411773	89414273	1129559324	1129561824
chr6	89431152	89433652	1129578703	1129581203
chr6	89638249	89640749	1129785800	1129788300
chr6	89819294	89821794	1129966845	1129969345
chr6	89827894	89830394	1129975445	1129977945
chr6	89892469	89894969	1130040020	1130042520
chr6	90296343	90298843	1130443894	1130446394
chr6	90586586	90589086	1130734137	1130736637
chr6	93419187	93421687	1133566738	1133569238
chr6	95575485	95577985	1135723036	1135725536
chr6	96013974	96016474	1136161525	1136164025
chr6	96519595	96522095	1136667146	1136669646
chr6	96560548	96563048	1136708099	1136710599
chr6	96836977	96839477	1136984528	1136987028
chr6	96897391	96899891	1137044942	1137047442
chr6	96922620	96925120	1137070171	1137072671
chr6	97282717	97285217	1137430268	1137432768
chr6	98832574	98835074	1138980125	1138982625
chr6	98947506	98950006	1139095057	1139097557
chr6	99349562	99352062	1139497113	1139499613
chr6	99393695	99396195	1139541246	1139543746
chr6	99424831	99427331	1139572382	1139574882
chr6	99518976	99523728	1139666527	1139671279
chr6	99568325	99570825	1139715876	1139718376
chr6	99604774	99607274	1139752325	1139754825
chr6	99993747	99996247	1140141298	1140143798
chr6	100464421	100466921	1140611972	1140614472
chr6	100880872	100883372	1141028423	1141030923
chr6	100960701	100963201	1141108252	1141110752
chr6	104859419	104861919	1145006970	1145009470
chr6	104934616	104937116	1145082167	1145084667
chr6	105136657	105139157	1145284208	1145286708
chr6	105179514	105182014	1145327065	1145329565
chr6	105453562	105456062	1145601113	1145603613
chr6	105991463	105993963	1146139014	1146141514
chr6	106325291	106327791	1146472842	1146475342
chr6	106358717	106361217	1146506268	1146508768
chr6	106627578	106631498	1146775129	1146779049
chr6	106975127	106977627	1147122678	1147125178
chr6	107026199	107028699	1147173750	1147176250
chr6	107115015	107117515	1147262566	1147265066
chr6	107459064	107461564	1147606615	1147609115
chr6	107488106	107490606	1147635657	1147638157
chr6	107823817	107826317	1147971368	1147973868
chr6	107957708	107960208	1148105259	1148107759
chr6	108164022	108167854	1148311573	1148315405
chr6	108260746	108263246	1148408297	1148410797
chr6	108292991	108295491	1148440542	1148443042
chr6	108557835	108560335	1148705386	1148707886
chr6	108846416	108848916	1148993967	1148996467
chr6	109093110	109096846	1149240661	1149244397
chr6	109381967	109384467	1149529518	1149532018
chr6	109438724	109443171	1149586275	1149590722
chr6	109465468	109467968	1149613019	1149615519
chr6	109482739	109485239	1149630290	1149632790
chr6	109688609	109693217	1149836160	1149840768
chr6	109976256	109978756	1150123807	1150126307
chr6	110178141	110182004	1150325692	1150329555
chr6	110357849	110360349	1150505400	1150507900
chr6	110415075	110417575	1150562626	1150565126
chr6	110476141	110478641	1150623692	1150626192
chr6	110815458	110817958	1150963009	1150965509
chr6	110872770	110875270	1151020321	1151022821
chr6	110956706	110959206	1151104257	1151106757
chr6	110980015	110982515	1151127566	1151130066
chr6	111085503	111088003	1151233054	1151235554
chr6	111257327	111259827	1151404878	1151407378
chr6	111483215	111485715	1151630766	1151633266
chr6	111606406	111608906	1151753957	1151756457
chr6	111872952	111875452	1152020503	1152023003
chr6	112052075	112054575	1152199626	1152202126
chr6	112085591	112089529	1152233142	1152237080
chr6	112234806	112237306	1152382357	1152384857
chr6	112254439	112256939	1152401990	1152404490
chr6	112345330	112347830	1152492881	1152495381
chr6	113855345	113857845	1154002896	1154005396
chr6	114010808	114013308	1154158359	1154160859
chr6	114342523	114345023	1154490074	1154492574
chr6	116060391	116062891	1156207942	1156210442
chr6	116098851	116101351	1156246402	1156248902
chr6	116158247	116160747	1156305798	1156308298
chr6	116252173	116256075	1156399724	1156403626
chr6	116279430	116281930	1156426981	1156429481
chr6	116397395	116399895	1156544946	1156547446
chr6	116459370	116461870	1156606921	1156609421
chr6	116509639	116512139	1156657190	1156659690
chr6	116527013	116529513	1156674564	1156677064
chr6	116545184	116547684	1156692735	1156695235
chr6	116569409	116571909	1156716960	1156719460
chr6	116614479	116616979	1156762030	1156764530
chr6	116668294	116670794	1156815845	1156818345
chr6	116679187	116681687	1156826738	1156829238
chr6	116765219	116767719	1156912770	1156915270
chr6	116828583	116831083	1156976134	1156978634
chr6	116875212	116877712	1157022763	1157025263
chr6	117263558	117266058	1157411109	1157413609
chr6	117425442	117427942	1157572993	1157575493
chr6	117451817	117454317	1157599368	1157601868
chr6	117573071	117575571	1157720622	1157723122
chr6	117602042	117604542	1157749593	1157752093
chr6	117673469	117675969	1157821020	1157823520
chr6	117905264	117907764	1158052815	1158055315
chr6	118546296	118548796	1158693847	1158696347
chr6	118709575	118712075	1158857126	1158859626
chr6	118892152	118894652	1159039703	1159042203
chr6	118934662	118937162	1159082213	1159084713
chr6	119148887	119151387	1159296438	1159298938
chr6	119349261	119351761	1159496812	1159499312
chr6	121334245	121336745	1161481796	1161484296
chr6	121433595	121436095	1161581146	1161583646
chr6	122397551	122400051	1162545102	1162547602
chr6	122469917	122473807	1162617468	1162621358
chr6	122777716	122780216	1162925267	1162927767
chr6	122787049	122789549	1162934600	1162937100
chr6	122994235	122996735	1163141786	1163144286
chr6	123636689	123639189	1163784240	1163786740
chr6	123801865	123804365	1163949416	1163951916
chr6	124960437	124962937	1165107988	1165110488
chr6	125117049	125119549	1165264600	1165267100
chr6	125301578	125304078	1165449129	1165451629
chr6	125745664	125748164	1165893215	1165895715
chr6	125779161	125781661	1165926712	1165929212
chr6	125954770	125957270	1166102321	1166104821
chr6	125984479	125986979	1166132030	1166134530
chr6	126338115	126340615	1166485666	1166488166
chr6	127116671	127119171	1167264222	1167266722
chr6	127264726	127267226	1167412277	1167414777
chr6	127343109	127345609	1167490660	1167493160
chr6	127458889	127461389	1167606440	1167608940
chr6	127517455	127521335	1167665006	1167668886
chr6	127918131	127920631	1168065682	1168068182
chr6	128520116	128522616	1168667667	1168670167
chr6	128881138	128883638	1169028689	1169031189
chr6	129709677	129712177	1169857228	1169859728
chr6	129861047	129863547	1170008598	1170011098
chr6	130011699	130014199	1170159250	1170161750
chr6	130364017	130367425	1170511568	1170514976
chr6	130825406	130827906	1170972957	1170975457
chr6	131062822	131065322	1171210373	1171212873
chr6	131133467	131135967	1171281018	1171283518
chr6	131468832	131471332	1171616383	1171618883
chr6	131626442	131630242	1171773993	1171777793
chr6	131700901	131703401	1171848452	1171850952
chr6	131710517	131713017	1171858068	1171860568
chr6	131806016	131808516	1171953567	1171956067
chr6	131950872	131953372	1172098423	1172100923
chr6	132400975	132403475	1172548526	1172551026
chr6	132512698	132515198	1172660249	1172662749
chr6	132536277	132538777	1172683828	1172686328
chr6	132550672	132553172	1172698223	1172700723
chr6	132568322	132570822	1172715873	1172718373
chr6	132589241	132591741	1172736792	1172739292
chr6	132623775	132626275	1172771326	1172773826
chr6	132658682	132661182	1172806233	1172808733
chr6	132713555	132716055	1172861106	1172863606
chr6	132762959	132765459	1172910510	1172913010
chr6	132812569	132815339	1172960120	1172962890
chr6	133238514	133241014	1173386065	1173388565
chr6	133887113	133889613	1174034664	1174037164
chr6	133950170	133953804	1174097721	1174101355
chr6	134052124	134054624	1174199675	1174202175
chr6	134317612	134320112	1174465163	1174467663
chr6	134949615	134952115	1175097166	1175099666
chr6	135102556	135105056	1175250107	1175252607
chr6	135179308	135181808	1175326859	1175329359
chr6	135497934	135500434	1175645485	1175647985
chr6	135849701	135852201	1175997252	1175999752
chr6	136249835	136252335	1176397386	1176399886
chr6	136289351	136291851	1176436902	1176439402
chr6	136550319	136552819	1176697870	1176700370
chr6	136792597	136795097	1176940148	1176942648
chr6	136820564	136823064	1176968115	1176970615
chr6	136920301	136922801	1177067852	1177070352
chr6	137044680	137047180	1177192231	1177194731
chr6	137173148	137175648	1177320699	1177323199
chr6	137218949	137221449	1177366500	1177369000
chr6	137493894	137496394	1177641445	1177643945
chr6	137865214	137867714	1178012765	1178015265
chr6	138106919	138109419	1178254470	1178256970
chr6	138159939	138162439	1178307490	1178309990
chr6	138217991	138220491	1178365542	1178368042
chr6	138375905	138378405	1178523456	1178525956
chr6	138401531	138404031	1178549082	1178551582
chr6	138692071	138694571	1178839622	1178842122
chr6	138771769	138774269	1178919320	1178921820
chr6	138793911	138796411	1178941462	1178943962
chr6	138987761	138990261	1179135312	1179137812
chr6	139026745	139029245	1179174296	1179176796
chr6	139133080	139135580	1179280631	1179283131
chr6	139291498	139293998	1179439049	1179441549
chr6	139374148	139376648	1179521699	1179524199
chr6	142130925	142133425	1182278476	1182280976
chr6	142145162	142149122	1182292713	1182296673
chr6	142299854	142302354	1182447405	1182449905
chr6	142956198	142958698	1183103749	1183106249
chr6	143058496	143060996	1183206047	1183208547
chr6	143448805	143452695	1183596356	1183600246
chr6	143511220	143513720	1183658771	1183661271
chr6	143534845	143537345	1183682396	1183684896
chr6	143805092	143807592	1183952643	1183955143
chr6	143841338	143843838	1183988889	1183991389
chr6	143855318	143857818	1184002869	1184005369
chr6	143862436	143864936	1184009987	1184012487
chr6	144064099	144066599	1184211650	1184214150
chr6	144095073	144097573	1184242624	1184245124
chr6	144148487	144150987	1184296038	1184298538
chr6	144283335	144285835	1184430886	1184433386
chr6	145735523	145738023	1185883074	1185885574
chr6	145814295	145816795	1185961846	1185964346
chr6	145963923	145966423	1186111474	1186113974
chr6	146025646	146028146	1186173197	1186175697
chr6	146541833	146544333	1186689384	1186691884
chr6	146596967	146599467	1186744518	1186747018
chr6	147202180	147204680	1187349731	1187352231
chr6	147506690	147509190	1187654241	1187656741
chr6	148270304	148272804	1188417855	1188420355
chr6	148745030	148747530	1188892581	1188895081
chr6	149216641	149219141	1189364192	1189366692
chr6	149398262	149400762	1189545813	1189548313
chr6	149484514	149487014	1189632065	1189634565
chr6	149545543	149548043	1189693094	1189695594
chr6	149564294	149566794	1189711845	1189714345
chr6	149648472	149650972	1189796023	1189798523
chr6	149717605	149720105	1189865156	1189867656
chr6	149747444	149751665	1189894995	1189899216
chr6	149863859	149866359	1190011410	1190013910
chr6	149895511	149900113	1190043062	1190047664
chr6	149922621	149925121	1190070172	1190072672
chr6	149940014	149942514	1190087565	1190090065
chr6	149961943	149964443	1190109494	1190111994
chr6	150025032	150027532	1190172583	1190175083
chr6	150068621	150071121	1190216172	1190218672
chr6	150141044	150143544	1190288595	1190291095
chr6	150366892	150369392	1190514443	1190516943
chr6	150597883	150600383	1190745434	1190747934
chr6	150863679	150866179	1191011230	1191013730
chr6	151237967	151240467	1191385518	1191388018
chr6	151391059	151393559	1191538610	1191541110
chr6	151450258	151454158	1191597809	1191601709
chr6	151492017	151494517	1191639568	1191642068
chr6	151654691	151657191	1191802242	1191804742
chr6	152637301	152639801	1192784852	1192787352
chr6	152695897	152698397	1192843448	1192845948
chr6	152748797	152751297	1192896348	1192898848
chr6	152983079	152985579	1193130630	1193133130
chr6	153002209	153004709	1193149760	1193152260
chr6	153130782	153133282	1193278333	1193280833
chr6	154008496	154010996	1194156047	1194158547
chr6	154356303	154358803	1194503854	1194506354
chr6	154509614	154512685	1194657165	1194660236
chr6	154731378	154733878	1194878929	1194881429
chr6	154830697	154833197	1194978248	1194980748
chr6	155262013	155264513	1195409564	1195412064
chr6	155313993	155316493	1195461544	1195464044
chr6	155455339	155457839	1195602890	1195605390
chr6	156774020	156776520	1196921571	1196924071
chr6	157323101	157325601	1197470652	1197473152
chr6	157379133	157381633	1197526684	1197529184
chr6	157698387	157700887	1197845938	1197848438
chr6	157979863	157982363	1198127414	1198129914
chr6	158166350	158170280	1198313901	1198317831
chr6	158230236	158232736	1198377787	1198380287
chr6	158534436	158536936	1198681987	1198684487
chr6	158644243	158646743	1198791794	1198794294
chr6	158648014	158650514	1198795565	1198798065
chr6	158818868	158821368	1198966419	1198968919
chr6	158999702	159002202	1199147253	1199149753
chr6	159044652	159047152	1199192203	1199194703
chr6	159167400	159169900	1199314951	1199317451
chr6	159723585	159726085	1199871136	1199873636
chr6	159760045	159764529	1199907596	1199912080
chr6	159787812	159791703	1199935363	1199939254
chr6	159798249	159800749	1199945800	1199948300
chr6	159888988	159891488	1200036539	1200039039
chr6	159967082	159969582	1200114633	1200117133
chr6	160119815	160122315	1200267366	1200269866
chr6	160277138	160279638	1200424689	1200427189
chr6	160346378	160348878	1200493929	1200496429
chr6	160663775	160666275	1200811326	1200813826
chr6	160700194	160702694	1200847745	1200850245
chr6	160989727	160992227	1201137278	1201139778
chr6	161273561	161276061	1201421112	1201423612
chr6	162725132	162729775	1202872683	1202877326
chr6	163412000	163414500	1203559551	1203562051
chr6	165309105	165311605	1205456656	1205459156
chr6	165987617	165990117	1206135168	1206137668
chr6	166168200	166170700	1206315751	1206318251
chr6	166307948	166310448	1206455499	1206457999
chr6	166342076	166344576	1206489627	1206492127
chr6	166382513	166385013	1206530064	1206532564
chr6	166586178	166588678	1206733729	1206736229
chr6	166905951	166908451	1207053502	1207056002
chr6	166955624	166959191	1207103175	1207106742
chr6	166997174	166999836	1207144725	1207147387
chr6	167109807	167112307	1207257358	1207259858
chr6	167157480	167159980	1207305031	1207307531
chr6	167269169	167271669	1207416720	1207419220
chr6	167323071	167325571	1207470622	1207473122
chr6	167824893	167827393	1207972444	1207974944
chr6	167994241	167996741	1208141792	1208144292
chr6	168101011	168103511	1208248562	1208251062
chr6	168319277	168321777	1208466828	1208469328
chr6	168439151	168441651	1208586702	1208589202
chr6	169253550	169256050	1209401101	1209403601
chr6	169700126	169704067	1209847677	1209851618
chr6	169725066	169727566	1209872617	1209875117
chr6	169749622	169753587	1209897173	1209901138
chr6	170288703	170291203	1210436254	1210438754
chr6	170306065	170308565	1210453616	1210456116
chr6	170552302	170555307	1210699853	1210702858
chr6	170584192	170586692	1210731743	1210734243
chr7	190571	193071	1210416646	1210419146
chr7	288170	290670	1210514245	1210516745
chr7	519796	522296	1210745871	1210748371
chr7	724699	729650	1210950774	1210955725
chr7	814615	817115	1211040690	1211043190
chr7	874554	877054	1211100629	1211103129
chr7	954907	957407	1211180982	1211183482
chr7	975049	977549	1211201124	1211203624
chr7	981181	983681	1211207256	1211209756
chr7	1042546	1045046	1211268621	1211271121
chr7	1080208	1082708	1211306283	1211308783
chr7	1137760	1140260	1211363835	1211366335
chr7	1160259	1162759	1211386334	1211388834
chr7	1230872	1233372	1211456947	1211459447
chr7	1458970	1461470	1211685045	1211687545
chr7	1503889	1506389	1211729964	1211732464
chr7	1528702	1531202	1211754777	1211757277
chr7	1560321	1562821	1211786396	1211788896
chr7	1570505	1573005	1211796580	1211799080
chr7	1663745	1666245	1211889820	1211892320
chr7	2232743	2235243	1212458818	1212461318
chr7	2240226	2244215	1212466301	1212470290
chr7	2352086	2356318	1212578161	1212582393
chr7	2401588	2404088	1212627663	1212630163
chr7	2476394	2478894	1212702469	1212704969
chr7	2510529	2513029	1212736604	1212739104
chr7	2555194	2559472	1212781269	1212785547
chr7	2629961	2632461	1212856036	1212858536
chr7	2677522	2680022	1212903597	1212906097
chr7	2843808	2846308	1213069883	1213072383
chr7	3043728	3046228	1213269803	1213272303
chr7	3299252	3301752	1213525327	1213527827
chr7	4680295	4682795	1214906370	1214908870
chr7	4773615	4776115	1214999690	1215002190
chr7	4861530	4864030	1215087605	1215090105
chr7	4883216	4885716	1215109291	1215111791
chr7	4958713	4961213	1215184788	1215187288
chr7	4981718	4984218	1215207793	1215210293
chr7	5043821	5046321	1215269896	1215272396
chr7	5188196	5190696	1215414271	1215416771
chr7	5272369	5274869	1215498444	1215500944
chr7	5424914	5427414	1215650989	1215653489
chr7	5513309	5515809	1215739384	1215741884
chr7	5563402	5565902	1215789477	1215791977
chr7	5590816	5593316	1215816891	1215819391
chr7	5781196	5783696	1216007271	1216009771
chr7	5877827	5880327	1216103902	1216106402
chr7	5896725	5899225	1216122800	1216125300
chr7	5970189	5972689	1216196264	1216198764
chr7	6007255	6011130	1216233330	1216237205
chr7	6029376	6031876	1216255451	1216257951
chr7	6058675	6061175	1216284750	1216287250
chr7	6102949	6105449	1216329024	1216331524
chr7	6272144	6274644	1216498219	1216500719
chr7	6348467	6350981	1216574542	1216577056
chr7	6372527	6375027	1216598602	1216601102
chr7	6483690	6486190	1216709765	1216712265
chr7	6550961	6553461	1216777036	1216779536
chr7	6575434	6577934	1216801509	1216804009
chr7	6588021	6590521	1216814096	1216816596
chr7	6613610	6616110	1216839685	1216842185
chr7	6635318	6637818	1216861393	1216863893
chr7	6706447	6708947	1216932522	1216935022
chr7	6752103	6754603	1216978178	1216980678
chr7	6826270	6828770	1217052345	1217054845
chr7	7154934	7157434	1217381009	1217383509
chr7	7535373	7537873	1217761448	1217763948
chr7	7564875	7567375	1217790950	1217793450
chr7	7638711	7641211	1217864786	1217867286
chr7	7718107	7720607	1217944182	1217946682
chr7	7966796	7969296	1218192871	1218195371
chr7	8262187	8264687	1218488262	1218490762
chr7	8431609	8434109	1218657684	1218660184
chr7	10939653	10942153	1221165728	1221168228
chr7	10971336	10973836	1221197411	1221199911
chr7	11831698	11834198	1222057773	1222060273
chr7	12209270	12211770	1222435345	1222437845
chr7	12403441	12405941	1222629516	1222632016
chr7	12467621	12470121	1222693696	1222696196
chr7	12568577	12571077	1222794652	1222797152
chr7	12684856	12687356	1222910931	1222913431
chr7	13990925	13993425	1224217000	1224219500
chr7	14974277	14976777	1225200352	1225202852
chr7	15561515	15564015	1225787590	1225790090
chr7	15686183	15688683	1225912258	1225914758
chr7	16502004	16504504	1226728079	1226730579
chr7	16524825	16527325	1226750900	1226753400
chr7	16530080	16532580	1226756155	1226758655
chr7	16644131	16647817	1226870206	1226873892
chr7	16751755	16754255	1226977830	1226980330
chr7	16832933	16835433	1227059008	1227061508
chr7	16881487	16883987	1227107562	1227110062
chr7	16914359	16916859	1227140434	1227142934
chr7	17297295	17299795	1227523370	1227525870
chr7	17940001	17942501	1228166076	1228168576
chr7	18027346	18029846	1228253421	1228255921
chr7	18084949	18087449	1228311024	1228313524
chr7	19117136	19119636	1229343211	1229345711
chr7	19144921	19147421	1229370996	1229373496
chr7	19708537	19711037	1229934612	1229937112
chr7	19773117	19775617	1229999192	1230001692
chr7	20216904	20219404	1230442979	1230445479
chr7	20328702	20331202	1230554777	1230557277
chr7	20613667	20616167	1230839742	1230842242
chr7	20786386	20788886	1231012461	1231014961
chr7	21426043	21428543	1231652118	1231654618
chr7	21541039	21543539	1231767114	1231769614
chr7	21945403	21947903	1232171478	1232173978
chr7	22356654	22359154	1232582729	1232585229
chr7	22723884	22726384	1232949959	1232952459
chr7	22727113	22729613	1232953188	1232955688
chr7	22822349	22824849	1233048424	1233050924
chr7	23013630	23016130	1233239705	1233242205
chr7	23103758	23106258	1233329833	1233332333
chr7	23179841	23182341	1233405916	1233408416
chr7	23233967	23236467	1233460042	1233462542
chr7	23296739	23299239	1233522814	1233525314
chr7	23469991	23472491	1233696066	1233698566
chr7	23531541	23534041	1233757616	1233760116
chr7	23595382	23597882	1233821457	1233823957
chr7	23678130	23680630	1233904205	1233906705
chr7	23708203	23710703	1233934278	1233936778
chr7	24282188	24284688	1234508263	1234510763
chr7	24571268	24573768	1234797343	1234799843
chr7	24757440	24759940	1234983515	1234986015
chr7	24981134	24983634	1235207209	1235209709
chr7	25124760	25127260	1235350835	1235353335
chr7	25179856	25182356	1235405931	1235408431
chr7	25227986	25230486	1235454061	1235456561
chr7	26150198	26152698	1236376273	1236378773
chr7	26199162	26203529	1236425237	1236429604
chr7	26289862	26292362	1236515937	1236518437
chr7	26994739	26997239	1237220814	1237223314
chr7	27095500	27098000	1237321575	1237324075
chr7	27102186	27104686	1237328261	1237330761
chr7	27130280	27132780	1237356355	1237358855
chr7	27143181	27145681	1237369256	1237371756
chr7	27150103	27154583	1237376178	1237380658
chr7	27157436	27159936	1237383511	1237386011
chr7	27174680	27177180	1237400755	1237403255
chr7	27179513	27182261	1237405588	1237408336
chr7	27184732	27187232	1237410807	1237413307
chr7	27199591	27202091	1237425666	1237428166
chr7	27240700	27243200	1237466775	1237469275
chr7	27662383	27664883	1237888458	1237890958
chr7	27737331	27739831	1237963406	1237965906
chr7	28180295	28182795	1238406370	1238408870
chr7	28297321	28299821	1238523396	1238525896
chr7	28957830	28960330	1239183905	1239186405
chr7	29144547	29147047	1239370622	1239373122
chr7	29194951	29197451	1239421026	1239423526
chr7	29561835	29564335	1239787910	1239790410
chr7	29804486	29806986	1240030561	1240033061
chr7	29989789	29992289	1240215864	1240218364
chr7	30025404	30028702	1240251479	1240254777
chr7	30132986	30135486	1240359061	1240361561
chr7	30282597	30285097	1240508672	1240511172
chr7	30360400	30362900	1240586475	1240588975
chr7	30478284	30480784	1240704359	1240706859
chr7	30504341	30506841	1240730416	1240732916
chr7	30550261	30552761	1240776336	1240778836
chr7	30578533	30581033	1240804608	1240807108
chr7	30695985	30698485	1240922060	1240924560
chr7	30699629	30702129	1240925704	1240928204
chr7	30750137	30752637	1240976212	1240978712
chr7	30769417	30771917	1240995492	1240997992
chr7	30850273	30852773	1241076348	1241078848
chr7	30909853	30912353	1241135928	1241138428
chr7	30936669	30939169	1241162744	1241165244
chr7	31050308	31052808	1241276383	1241278883
chr7	31340226	31342726	1241566301	1241568801
chr7	31512090	31514590	1241738165	1241740665
chr7	31685215	31687715	1241911290	1241913790
chr7	32427631	32430131	1242653706	1242656206
chr7	32493426	32497283	1242719501	1242723358
chr7	32893631	32896131	1243119706	1243122206
chr7	32955404	32957904	1243181479	1243183979
chr7	33062296	33064796	1243288371	1243290871
chr7	33107557	33111405	1243333632	1243337480
chr7	33902308	33904808	1244128383	1244130883
chr7	34656218	34658718	1244882293	1244884793
chr7	35037771	35040271	1245263846	1245266346
chr7	35253600	35256100	1245479675	1245482175
chr7	35696959	35699459	1245923034	1245925534
chr7	35798932	35801432	1246025007	1246027507
chr7	36151254	36153754	1246377329	1246379829
chr7	36387821	36392125	1246613896	1246618200
chr7	36724049	36726549	1246950124	1246952624
chr7	37448723	37451223	1247674798	1247677298
chr7	37681766	37684343	1247907841	1247910418
chr7	37846597	37849097	1248072672	1248075172
chr7	37918640	37921140	1248144715	1248147215
chr7	38025195	38027695	1248251270	1248253770
chr7	38176245	38178745	1248402320	1248404820
chr7	38273136	38275636	1248499211	1248501711
chr7	38630920	38633420	1248856995	1248859495
chr7	38931894	38934394	1249157969	1249160469
chr7	38975909	38978409	1249201984	1249204484
chr7	39564385	39566885	1249790460	1249792960
chr7	39621565	39624065	1249847640	1249850140
chr7	39948121	39950621	1250174196	1250176696
chr7	40133005	40136622	1250359080	1250362697
chr7	41705334	41707834	1251931409	1251933909
chr7	42263600	42266100	1252489675	1252492175
chr7	42911805	42914305	1253137880	1253140380
chr7	42930376	42934214	1253156451	1253160289
chr7	43110629	43113129	1253336704	1253339204
chr7	43580758	43583258	1253806833	1253809333
chr7	43729217	43731717	1253955292	1253957792
chr7	43756680	43759180	1253982755	1253985255
chr7	43869393	43871893	1254095468	1254097968
chr7	43906089	43908589	1254132164	1254134664
chr7	43924436	43928411	1254150511	1254154486
chr7	43995897	43998397	1254221972	1254224472
chr7	44042640	44045140	1254268715	1254271215
chr7	44065067	44067567	1254291142	1254293642
chr7	44082030	44084530	1254308105	1254310605
chr7	44102345	44104845	1254328420	1254330920
chr7	44123858	44126358	1254349933	1254352433
chr7	44140832	44143332	1254366907	1254369407
chr7	44197670	44201459	1254423745	1254427534
chr7	44334077	44336577	1254560152	1254562652
chr7	44490158	44492658	1254716233	1254718733
chr7	44540830	44543330	1254766905	1254769405
chr7	44574551	44577051	1254800626	1254803126
chr7	44581787	44584287	1254807862	1254810362
chr7	44604572	44607072	1254830647	1254833147
chr7	44746581	44749081	1254972656	1254975156
chr7	44794680	44797180	1255020755	1255023255
chr7	44847587	44850087	1255073662	1255076162
chr7	44885030	44887530	1255111105	1255113605
chr7	44978588	44981088	1255204663	1255207163
chr7	44997475	44999975	1255223550	1255226050
chr7	45088469	45090969	1255314544	1255317044
chr7	45111547	45114047	1255337622	1255340122
chr7	45155791	45158291	1255381866	1255384366
chr7	45572140	45574640	1255798215	1255800715
chr7	45872582	45875082	1256098657	1256101157
chr7	45886360	45888860	1256112435	1256114935
chr7	45921374	45923874	1256147449	1256149949
chr7	47582058	47584558	1257808133	1257810633
chr7	47947966	47950466	1258174041	1258176541
chr7	47979115	47981615	1258205190	1258207690
chr7	48028619	48031119	1258254694	1258257194
chr7	48033511	48036011	1258259586	1258262086
chr7	48086628	48089128	1258312703	1258315203
chr7	48169458	48171958	1258395533	1258398033
chr7	48922547	48925047	1259148622	1259151122
chr7	49771638	49774138	1259997713	1260000213
chr7	50093883	50096383	1260319958	1260322458
chr7	50120829	50123329	1260346904	1260349404
chr7	50302068	50304568	1260528143	1260530643
chr7	50449890	50452390	1260675965	1260678465
chr7	50564905	50567405	1260790980	1260793480
chr7	50792962	50795462	1261019037	1261021537
chr7	51316318	51318818	1261542393	1261544893
chr7	53033633	53036133	1263259708	1263262208
chr7	54540325	54542825	1264766400	1264768900
chr7	54759474	54761974	1264985549	1264988049
chr7	55017017	55019517	1265243092	1265245592
chr7	55363337	55365837	1265589412	1265591912
chr7	55572488	55574988	1265798563	1265801063
chr7	55862255	55864755	1266088330	1266090830
chr7	55885277	55887956	1266111352	1266114031
chr7	55949793	55952377	1266175868	1266178452
chr7	56049685	56053604	1266275760	1266279679
chr7	56062002	56064502	1266288077	1266290577
chr7	56092496	56094996	1266318571	1266321071
chr7	56105976	56108476	1266332051	1266334551
chr7	56115917	56118417	1266341992	1266344492
chr7	57139364	57141864	1267365439	1267367939
chr7	57448177	57450677	1267674252	1267676752
chr7	63996849	63999349	1274222924	1274225424
chr7	64043434	64045934	1274269509	1274272009
chr7	64205203	64207703	1274431278	1274433778
chr7	64226474	64228974	1274452549	1274455049
chr7	64305459	64307959	1274531534	1274534034
chr7	64562575	64565075	1274788650	1274791150
chr7	64664099	64666599	1274890174	1274892674
chr7	64792388	64794888	1275018463	1275020963
chr7	64868172	64870672	1275094247	1275096747
chr7	65006184	65008743	1275232259	1275234818
chr7	65371799	65374299	1275597874	1275600374
chr7	65871074	65873574	1276097149	1276099649
