	mergedClusterID	GroupID	Index	POS	CHR	min	max
30054	751_chr20	1	1	1	1	61730839	61730839
30055	751_chr3	1	1	1	1	62091367	62091367
30056	751_chr4	1	1	1	1	53181284	53181284
30057	751_chr5	1	1	1	1	62906538	62906538
30058	751_chr6	1	1	1	1	62000367	62000367
30059	751_chr7	1	1	1	1	64475174	64475174
30060	751_chr8	1	1	1	1	62170224	62170224
30061	751_chr9	1	1	1	1	64993709	64993709
30062	751_chrX	1	1	1	1	125044191	125044191
30063	752_chr1	16	16	16	16	68963787	68963795
30064	752_chr10	1	1	1	1	52860498	52860498
30065	752_chr11	1	1	1	1	65295845	65295845
30066	752_chr12	1	1	1	1	64368925	64368925
30067	752_chr13	1	1	1	1	34918700	34918700
30068	752_chr14	1	1	1	1	80854559	80854559
30069	752_chr15	1	1	1	1	91502582	91502582
30070	752_chr16	1	1	1	1	78210705	78210705
30071	752_chr17	1	1	1	1	68716575	68716575
30072	752_chr18	1	1	1	1	66642132	66642132
30073	752_chr2	1	1	1	1	63231549	63231549
30074	752_chr20	1	1	1	1	61978937	61978937
30075	752_chr3	1	1	1	1	62100168	62100168
30076	752_chr4	1	1	1	1	53200789	53200789
30077	752_chr5	1	1	1	1	62989217	62989217
30078	752_chr6	1	1	1	1	62010688	62010688
30079	752_chr7	1	1	1	1	64557138	64557138
30080	752_chr8	1	1	1	1	62424873	62424873
30081	752_chr9	1	1	1	1	65056601	65056601
30082	752_chrX	7	7	7	7	125399948	125399960
30083	753_chr1	1	1	1	1	69088917	69088917
30084	753_chr10	1	1	1	1	52953650	52953650
30085	753_chr11	1	1	1	1	65458231	65458231
30086	753_chr12	13	13	13	13	64380104	64380111
30087	753_chr13	1	1	1	1	34920740	34920740
30088	753_chr14	1	1	1	1	80959430	80959430
30089	753_chr15	1	1	1	1	91552404	91552404
30090	753_chr16	1	1	1	1	78270787	78270787
30091	753_chr17	1	1	1	1	68795639	68795639
30092	753_chr18	1	1	1	1	66647444	66647444
30093	753_chr2	1	1	1	1	63327461	63327461
30094	753_chr20	1	1	1	1	62069478	62069478
30095	753_chr3	1	1	1	1	62142262	62142262
30096	753_chr4	1	1	1	1	53393762	53393762
30097	753_chr5	1	1	1	1	63004354	63004354
30098	753_chr6	1	1	1	1	62162770	62162770
30099	753_chr7	1	1	1	1	64682287	64682287
30100	753_chr8	1	1	1	1	62577455	62577455
30101	753_chr9	1	1	1	1	65283984	65283984
30102	753_chrX	1	1	1	1	125924217	125924217
30103	754_chr1	1	1	1	1	69120469	69120469
30104	754_chr10	1	1	1	1	52981235	52981235
30105	754_chr11	1	1	1	1	65582647	65582647
30106	754_chr12	1	1	1	1	64384031	64384031
30107	754_chr13	1	1	1	1	35125160	35125160
30108	754_chr14	17	17	17	17	81002780	81002789
30109	754_chr15	1	1	1	1	91641598	91641598
30110	754_chr16	5	5	5	5	78506685	78506688
30111	754_chr17	1	1	1	1	68922198	68922198
30112	754_chr18	1	1	1	1	66650963	66650963
30113	754_chr2	1	1	1	1	63474667	63474667
30114	754_chr20	1	1	1	1	62270002	62270002
30115	754_chr3	1	1	1	1	62590591	62590591
30116	754_chr4	1	1	1	1	53464569	53464569
30117	754_chr5	1	1	1	1	63199470	63199470
30118	754_chr6	1	1	1	1	62167937	62167937
30119	754_chr7	1	1	1	1	64720595	64720595
30120	754_chr8	2	2	2	2	62729007	62729008
30121	754_chr9	5	5	5	5	65295751	65296205
30122	754_chrX	33	33	33	33	126471756	126472987
30123	755_chr1	1	1	1	1	69373042	69373042
30124	755_chr10	1	1	1	1	53079153	53079153
30125	755_chr11	2	2	2	2	65793500	65794234
30126	755_chr12	1	1	1	1	64465526	64465526
30127	755_chr13	1	1	1	1	35312389	35312389
30128	755_chr14	1	1	1	1	81062087	81062087
30129	755_chr15	1	1	1	1	91740999	91740999
30130	755_chr16	1	1	1	1	78716870	78716870
30131	755_chr17	1	1	1	1	69059409	69059409
30132	755_chr18	1	1	1	1	66652204	66652204
30133	755_chr2	1	1	1	1	63586704	63586704
30134	755_chr20	1	1	1	1	62434121	62434121
30135	755_chr3	1	1	1	1	62757184	62757184
30136	755_chr4	1	1	1	1	53617583	53617583
30137	755_chr5	1	1	1	1	63260304	63260304
30138	755_chr6	1	1	1	1	62392990	62392990
30139	755_chr7	1	1	1	1	64832679	64832679
30140	755_chr8	1	1	1	1	62944109	62944109
30141	755_chr9	1	1	1	1	65377070	65377070
30142	755_chrX	1	1	1	1	126518237	126518237
30143	756_chr1	1	1	1	1	69451310	69451310
30144	756_chr10	1	1	1	1	53208769	53208769
30145	756_chr11	1	1	1	1	65951450	65951450
30146	756_chr12	1	1	1	1	64562745	64562745
30147	756_chr13	1	1	1	1	35354118	35354118
30148	756_chr14	1	1	1	1	81094666	81094666
30149	756_chr15	1	1	1	1	91788932	91788932
30150	756_chr16	1	1	1	1	78782280	78782280
30151	756_chr17	1	1	1	1	69284922	69284922
30152	756_chr18	1	1	1	1	66681519	66681519
30153	756_chr2	1	1	1	1	63602339	63602339
30154	756_chr20	1	1	1	1	62454884	62454884
30155	756_chr3	1	1	1	1	62770022	62770022
30156	756_chr4	1	1	1	1	53650629	53650629
30157	756_chr5	1	1	1	1	63279820	63279820
30158	756_chr6	1	1	1	1	62426123	62426123
30159	756_chr7	1	1	1	1	65162638	65162638
30160	756_chr8	1	1	1	1	62945435	62945435
30161	756_chr9	1	1	1	1	65407730	65407730
30162	756_chrX	2	2	2	2	126729386	126729701
30163	757_chr1	1	1	1	1	69474670	69474670
30164	757_chr10	1	1	1	1	53245427	53245427
30165	757_chr11	1	1	1	1	65998507	65998507
30166	757_chr12	1	1	1	1	64642039	64642039
30167	757_chr13	1	1	1	1	35561668	35561668
30168	757_chr14	1	1	1	1	81384538	81384538
30169	757_chr15	1	1	1	1	91817957	91817957
30170	757_chr16	1	1	1	1	78802924	78802924
30171	757_chr17	1	1	1	1	69329496	69329496
30172	757_chr18	1	1	1	1	66691639	66691639
30173	757_chr2	1	1	1	1	63642777	63642777
30174	757_chr20	1	1	1	1	62578357	62578357
30175	757_chr3	1	1	1	1	62799989	62799989
30176	757_chr4	1	1	1	1	54026064	54026064
30177	757_chr5	1	1	1	1	63426684	63426684
30178	757_chr6	1	1	1	1	62456782	62456782
30179	757_chr7	1	1	1	1	65170908	65170908
30180	757_chr8	1	1	1	1	62947119	62947119
30181	757_chr9	1	1	1	1	65473420	65473420
30182	757_chrX	1	1	1	1	126730896	126730896
30183	758_chr1	1	1	1	1	69526783	69526783
30184	758_chr10	1	1	1	1	53386911	53386911
30185	758_chr11	12	12	12	12	66012659	66013331
30186	758_chr12	1	1	1	1	64694764	64694764
30187	758_chr13	1	1	1	1	35644008	35644008
30188	758_chr14	1	1	1	1	81437171	81437171
30189	758_chr15	1	1	1	1	91861335	91861335
30190	758_chr16	1	1	1	1	78869188	78869188
30191	758_chr17	1	1	1	1	69401650	69401650
30192	758_chr18	1	1	1	1	66848808	66848808
30193	758_chr2	3	3	3	3	63700282	63700286
30194	758_chr20	1	1	1	1	62604752	62604752
30195	758_chr3	1	1	1	1	63090437	63090437
30196	758_chr4	1	1	1	1	54244758	54244758
30197	758_chr5	1	1	1	1	63542965	63542965
30198	758_chr6	1	1	1	1	62636246	62636246
30199	758_chr7	1	1	1	1	65213000	65213000
30200	758_chr8	1	1	1	1	63010121	63010121
30201	758_chr9	1	1	1	1	65515709	65515709
30202	758_chrX	11	11	11	11	126878662	126878667
30203	759_chr1	15	15	15	15	69561936	69561945
30204	759_chr10	1	1	1	1	53524224	53524224
30205	759_chr11	1	1	1	1	66018639	66018639
30206	759_chr12	1	1	1	1	64815387	64815387
30207	759_chr13	1	1	1	1	35719425	35719425
30208	759_chr14	1	1	1	1	81451141	81451141
30209	759_chr15	1	1	1	1	91871748	91871748
30210	759_chr16	3	3	3	3	78897242	78897831
30211	759_chr17	1	1	1	1	69419236	69419236
30212	759_chr18	1	1	1	1	66938831	66938831
30213	759_chr2	1	1	1	1	63768764	63768764
30214	759_chr20	1	1	1	1	62610082	62610082
30215	759_chr3	1	1	1	1	63126496	63126496
30216	759_chr4	1	1	1	1	54356102	54356102
30217	759_chr5	1	1	1	1	63579829	63579829
30218	759_chr6	1	1	1	1	62732871	62732871
30219	759_chr7	2	2	2	2	65489740	65490011
30220	759_chr8	2	2	2	2	63132494	63132495
30221	759_chr9	1	1	1	1	65677557	65677557
30222	759_chrX	1	1	1	1	127017701	127017701
30223	75_chr1	1	1	1	1	6859996	6859996
30224	75_chr10	1	1	1	1	6721810	6721810
30225	75_chr11	1	1	1	1	7105134	7105134
30226	75_chr12	1	1	1	1	8071439	8071439
30227	75_chr13	3	3	3	3	16429782	16429888
30228	75_chr14	2	2	2	2	23839905	23840060
30229	75_chr15	1	1	1	1	21604741	21604741
30230	75_chr16	1	1	1	1	6925103	6925103
30231	75_chr17	1	1	1	1	7502571	7502571
30232	75_chr18	1	1	1	1	7614929	7614929
30233	75_chr19	1	1	1	1	9579718	9579718
30234	75_chr2	1	1	1	1	5174155	5174155
30235	75_chr20	1	1	1	1	7939635	7939635
30236	75_chr21	1	1	1	1	8624295	8624295
30237	75_chr22	1	1	1	1	12700559	12700559
30238	75_chr3	1	1	1	1	5487967	5487967
30239	75_chr4	1	1	1	1	6393179	6393179
30240	75_chr5	1	1	1	1	5725381	5725381
30241	75_chr6	1	1	1	1	6096968	6096968
30242	75_chr7	1	1	1	1	8095240	8095240
30243	75_chr8	1	1	1	1	5722943	5722943
30244	75_chr9	3	3	3	3	5099697	5100051
30245	75_chrX	1	1	1	1	10114234	10114234
30246	75_chrY	1	1	1	1	10983066	10983066
30247	760_chr1	1	1	1	1	69825318	69825318
30248	760_chr10	1	1	1	1	53580372	53580372
30249	760_chr11	1	1	1	1	66173323	66173323
30250	760_chr12	1	1	1	1	64886716	64886716
30251	760_chr13	1	1	1	1	35729940	35729940
30252	760_chr14	1	1	1	1	81468158	81468158
30253	760_chr15	1	1	1	1	91880040	91880040
30254	760_chr16	1	1	1	1	78955974	78955974
30255	760_chr17	1	1	1	1	69502671	69502671
30256	760_chr18	1	1	1	1	66995066	66995066
30257	760_chr2	1	1	1	1	63840872	63840872
30258	760_chr20	1	1	1	1	62630989	62630989
30259	760_chr3	1	1	1	1	63176882	63176882
30260	760_chr4	1	1	1	1	54573014	54573014
30261	760_chr5	1	1	1	1	63751075	63751075
30262	760_chr6	1	1	1	1	62800399	62800399
30263	760_chr7	1	1	1	1	65612344	65612344
30264	760_chr8	1	1	1	1	63204343	63204343
30265	760_chr9	205	205	205	205	65724940	65725599
30266	760_chrX	1	1	1	1	127023803	127023803
30267	761_chr1	1	1	1	1	69983211	69983211
30268	761_chr10	1	1	1	1	53595775	53595775
30269	761_chr11	1	1	1	1	66199749	66199749
30270	761_chr12	1	1	1	1	64981578	64981578
30271	761_chr13	1	1	1	1	35848573	35848573
30272	761_chr14	1	1	1	1	81582500	81582500
30273	761_chr15	1	1	1	1	92059161	92059161
30274	761_chr16	1	1	1	1	78962304	78962304
30275	761_chr17	1	1	1	1	69757701	69757701
30276	761_chr18	1	1	1	1	67066134	67066134
30277	761_chr2	1	1	1	1	63843475	63843475
30278	761_chr20	1	1	1	1	62693576	62693576
30279	761_chr3	1	1	1	1	63310658	63310658
30280	761_chr4	1	1	1	1	54732028	54732028
30281	761_chr5	1	1	1	1	63753710	63753710
30282	761_chr6	1	1	1	1	62878230	62878230
30283	761_chr7	2	2	2	2	65704465	65704469
30284	761_chr8	1	1	1	1	63210211	63210211
30285	761_chr9	1	1	1	1	65737310	65737310
30286	761_chrX	4	4	4	4	127346983	127346988
30287	762_chr1	1	1	1	1	70257521	70257521
30288	762_chr10	1	1	1	1	53621743	53621743
30289	762_chr11	1	1	1	1	66254828	66254828
30290	762_chr12	1	1	1	1	64998346	64998346
30291	762_chr13	1	1	1	1	36100179	36100179
30292	762_chr14	1	1	1	1	81627218	81627218
30293	762_chr15	1	1	1	1	92084024	92084024
30294	762_chr16	1	1	1	1	79041215	79041215
30295	762_chr17	1	1	1	1	69851580	69851580
30296	762_chr18	1	1	1	1	67081891	67081891
30297	762_chr2	1	1	1	1	63951499	63951499
30298	762_chr20	8	8	8	8	62696830	62696858
30299	762_chr3	1	1	1	1	63332966	63332966
30300	762_chr4	1	1	1	1	54747944	54747944
30301	762_chr5	1	1	1	1	63791805	63791805
30302	762_chr6	1	1	1	1	62906211	62906211
30303	762_chr7	1	1	1	1	65875454	65875454
30304	762_chr8	1	1	1	1	63295758	63295758
30305	762_chr9	1	1	1	1	65761213	65761213
30306	762_chrX	1	1	1	1	127366741	127366741
30307	763_chr1	1	1	1	1	70373124	70373124
30308	763_chr10	1	1	1	1	53737022	53737022
30309	763_chr11	1	1	1	1	66325052	66325052
30310	763_chr12	1	1	1	1	65009984	65009984
30311	763_chr13	1	1	1	1	36378355	36378355
30312	763_chr14	1	1	1	1	81656675	81656675
30313	763_chr15	1	1	1	1	92131116	92131116
30314	763_chr16	1	1	1	1	79099065	79099065
30315	763_chr17	1	1	1	1	69896132	69896132
30316	763_chr18	1	1	1	1	67169354	67169354
30317	763_chr2	1	1	1	1	64076584	64076584
30318	763_chr20	1	1	1	1	62735333	62735333
30319	763_chr3	2	2	2	2	63356919	63357080
30320	763_chr4	1	1	1	1	54867223	54867223
30321	763_chr5	1	1	1	1	63804572	63804572
30322	763_chr6	1	1	1	1	62916267	62916267
30323	763_chr7	1	1	1	1	65885735	65885735
30324	763_chr8	1	1	1	1	63300657	63300657
30325	763_chr9	1	1	1	1	66000730	66000730
30326	763_chrX	2	2	2	2	127368292	127368307
30327	764_chr1	1	1	1	1	70385214	70385214
30328	764_chr10	1	1	1	1	53984127	53984127
30329	764_chr11	1	1	1	1	66427667	66427667
30330	764_chr12	1	1	1	1	65163855	65163855
30331	764_chr13	1	1	1	1	36431317	36431317
30332	764_chr14	1	1	1	1	81709112	81709112
30333	764_chr15	17	17	17	17	92249915	92249937
30334	764_chr16	1	1	1	1	79148019	79148019
30335	764_chr17	1	1	1	1	70060389	70060389
30336	764_chr18	1	1	1	1	67320860	67320860
30337	764_chr2	1	1	1	1	64178553	64178553
30338	764_chr20	1	1	1	1	62741447	62741447
30339	764_chr3	1	1	1	1	63359023	63359023
30340	764_chr4	1	1	1	1	54929658	54929658
30341	764_chr5	1	1	1	1	63912889	63912889
30342	764_chr6	1	1	1	1	63045405	63045405
30343	764_chr7	1	1	1	1	65890324	65890324
30344	764_chr8	1	1	1	1	63402863	63402863
30345	764_chr9	1	1	1	1	66070847	66070847
30346	764_chrX	1	1	1	1	127413334	127413334
30347	765_chr1	1	1	1	1	70506073	70506073
30348	765_chr10	1	1	1	1	54076205	54076205
30349	765_chr11	1	1	1	1	66484989	66484989
30350	765_chr12	1	1	1	1	65300287	65300287
30351	765_chr13	1	1	1	1	36551684	36551684
30352	765_chr14	1	1	1	1	81742851	81742851
30353	765_chr15	1	1	1	1	92392547	92392547
30354	765_chr16	1	1	1	1	79211508	79211508
30355	765_chr17	1	1	1	1	70122126	70122126
30356	765_chr18	1	1	1	1	67380543	67380543
30357	765_chr2	1	1	1	1	64302938	64302938
30358	765_chr20	1	1	1	1	62948139	62948139
30359	765_chr3	1	1	1	1	63566751	63566751
30360	765_chr4	12	12	12	12	54954178	54954209
30361	765_chr5	1	1	1	1	63958165	63958165
30362	765_chr6	1	1	1	1	63105881	63105881
30363	765_chr7	1	1	1	1	65968649	65968649
30364	765_chr8	1	1	1	1	63405760	63405760
30365	765_chr9	1	1	1	1	66142566	66142566
30366	765_chrX	1	1	1	1	127510695	127510695
30367	766_chr1	1	1	1	1	70782202	70782202
30368	766_chr10	1	1	1	1	54082740	54082740
30369	766_chr11	1	1	1	1	66672408	66672408
30370	766_chr12	1	1	1	1	65306756	65306756
30371	766_chr13	1	1	1	1	36632163	36632163
30372	766_chr14	1	1	1	1	81923374	81923374
30373	766_chr15	1	1	1	1	92540237	92540237
30374	766_chr16	1	1	1	1	79342427	79342427
30375	766_chr17	1	1	1	1	70171467	70171467
30376	766_chr18	1	1	1	1	67419151	67419151
30377	766_chr2	1	1	1	1	64313404	64313404
30378	766_chr20	1	1	1	1	63196176	63196176
30379	766_chr3	1	1	1	1	63598761	63598761
30380	766_chr4	1	1	1	1	55001268	55001268
30381	766_chr5	1	1	1	1	63975147	63975147
30382	766_chr6	3	3	3	3	63126695	63126704
30383	766_chr7	1	1	1	1	66027354	66027354
30384	766_chr8	2	2	2	2	63579579	63579582
30385	766_chr9	1	1	1	1	66148913	66148913
30386	766_chrX	1	1	1	1	127732642	127732642
30387	767_chr1	1	1	1	1	70934600	70934600
30388	767_chr10	1	1	1	1	54182086	54182086
30389	767_chr11	1	1	1	1	66778766	66778766
30390	767_chr12	1	1	1	1	65347497	65347497
30391	767_chr13	1	1	1	1	36653157	36653157
30392	767_chr14	1	1	1	1	81943131	81943131
30393	767_chr15	1	1	1	1	92559481	92559481
30394	767_chr16	6	6	6	6	79389977	79391003
30395	767_chr17	1	1	1	1	70181920	70181920
30396	767_chr18	1	1	1	1	67446423	67446423
30397	767_chr2	2	2	2	2	64369899	64369936
30398	767_chr20	1	1	1	1	63554766	63554766
30399	767_chr3	1	1	1	1	63629245	63629245
30400	767_chr4	2	2	2	2	55067112	55067115
30401	767_chr5	3	3	3	3	64138113	64138114
30402	767_chr6	1	1	1	1	63136278	63136278
30403	767_chr7	1	1	1	1	66059869	66059869
30404	767_chr8	1	1	1	1	63741399	63741399
30405	767_chr9	1	1	1	1	66190986	66190986
30406	767_chrX	1	1	1	1	127783993	127783993
30407	768_chr1	1	1	1	1	70936520	70936520
30408	768_chr10	1	1	1	1	54334593	54334593
30409	768_chr11	1	1	1	1	66886831	66886831
30410	768_chr12	1	1	1	1	65430434	65430434
30411	768_chr13	1	1	1	1	36821217	36821217
30412	768_chr14	1	1	1	1	82001252	82001252
30413	768_chr15	1	1	1	1	92599047	92599047
30414	768_chr16	1	1	1	1	79458514	79458514
30415	768_chr17	1	1	1	1	70272644	70272644
30416	768_chr18	1	1	1	1	67620454	67620454
30417	768_chr2	1	1	1	1	64433328	64433328
30418	768_chr20	1	1	1	1	63688993	63688993
30419	768_chr3	1	1	1	1	63679773	63679773
30420	768_chr4	1	1	1	1	55113226	55113226
30421	768_chr5	1	1	1	1	64199659	64199659
30422	768_chr6	1	1	1	1	63224641	63224641
30423	768_chr7	1	1	1	1	66616933	66616933
30424	768_chr8	1	1	1	1	63745393	63745393
30425	768_chr9	1	1	1	1	66229209	66229209
30426	768_chrX	1	1	1	1	127890020	127890020
30427	769_chr1	1	1	1	1	70942110	70942110
30428	769_chr10	1	1	1	1	54373603	54373603
30429	769_chr11	1	1	1	1	67271134	67271134
30430	769_chr12	1	1	1	1	65459531	65459531
30431	769_chr13	1	1	1	1	36836613	36836613
30432	769_chr14	1	1	1	1	82020722	82020722
30433	769_chr15	1	1	1	1	92727229	92727229
30434	769_chr16	1	1	1	1	79682962	79682962
30435	769_chr17	1	1	1	1	70321943	70321943
30436	769_chr18	14	14	14	14	67864621	67864630
30437	769_chr2	1	1	1	1	64551377	64551377
30438	769_chr20	1	1	1	1	63693558	63693558
30439	769_chr3	1	1	1	1	63712628	63712628
30440	769_chr4	1	1	1	1	55328158	55328158
30441	769_chr5	1	1	1	1	64288331	64288331
30442	769_chr6	1	1	1	1	63335388	63335388
30443	769_chr7	1	1	1	1	66639789	66639789
30444	769_chr8	1	1	1	1	63965732	63965732
30445	769_chr9	1	1	1	1	66328982	66328982
30446	769_chrX	1	1	1	1	128388596	128388596
30447	76_chr1	1	1	1	1	6930683	6930683
30448	76_chr10	5	5	5	5	6816580	6816590
30449	76_chr11	1	1	1	1	7192484	7192484
30450	76_chr12	1	1	1	1	8076846	8076846
30451	76_chr13	1	1	1	1	16431498	16431498
30452	76_chr14	1	1	1	1	23913831	23913831
30453	76_chr15	1	1	1	1	21673823	21673823
30454	76_chr16	1	1	1	1	7072280	7072280
30455	76_chr17	1	1	1	1	7515311	7515311
30456	76_chr18	1	1	1	1	7796186	7796186
30457	76_chr19	1	1	1	1	9663250	9663250
30458	76_chr2	1	1	1	1	5246052	5246052
30459	76_chr20	1	1	1	1	8026515	8026515
30460	76_chr21	1	1	1	1	8757500	8757500
30461	76_chr22	1	1	1	1	12869991	12869991
30462	76_chr3	1	1	1	1	5579115	5579115
30463	76_chr4	1	1	1	1	6517327	6517327
30464	76_chr5	1	1	1	1	5865933	5865933
30465	76_chr6	1	1	1	1	6110240	6110240
30466	76_chr7	1	1	1	1	8218357	8218357
30467	76_chr8	1	1	1	1	5737070	5737070
30468	76_chr9	6	6	6	6	5107946	5109223
30469	76_chrX	1	1	1	1	10118773	10118773
30470	76_chrY	8	8	8	8	10986943	10990087
30471	770_chr1	1	1	1	1	70978470	70978470
30472	770_chr10	1	1	1	1	54399300	54399300
30473	770_chr11	1	1	1	1	67573737	67573737
30474	770_chr12	1	1	1	1	65513174	65513174
30475	770_chr13	1	1	1	1	36943602	36943602
30476	770_chr14	1	1	1	1	82021873	82021873
30477	770_chr15	1	1	1	1	92906744	92906744
30478	770_chr16	1	1	1	1	79709861	79709861
30479	770_chr17	1	1	1	1	70382501	70382501
30480	770_chr18	1	1	1	1	68097983	68097983
30481	770_chr2	1	1	1	1	64644911	64644911
30482	770_chr20	1	1	1	1	63695786	63695786
30483	770_chr3	1	1	1	1	63716508	63716508
30484	770_chr4	1	1	1	1	55429948	55429948
30485	770_chr5	1	1	1	1	64310746	64310746
30486	770_chr6	1	1	1	1	63359861	63359861
30487	770_chr7	1	1	1	1	66663142	66663142
30488	770_chr8	1	1	1	1	64132576	64132576
30489	770_chr9	1	1	1	1	66622608	66622608
30490	770_chrX	1	1	1	1	128448648	128448648
30491	771_chr1	3	3	3	3	71051571	71051575
30492	771_chr10	1	1	1	1	54435068	54435068
30493	771_chr11	1	1	1	1	67739771	67739771
30494	771_chr12	1	1	1	1	65525084	65525084
30495	771_chr13	1	1	1	1	36970410	36970410
30496	771_chr14	1	1	1	1	82023551	82023551
30497	771_chr15	1	1	1	1	92908098	92908098
30498	771_chr16	1	1	1	1	79889835	79889835
30499	771_chr17	1	1	1	1	70442521	70442521
30500	771_chr18	1	1	1	1	68104209	68104209
30501	771_chr2	2	2	2	2	64824746	64824766
30502	771_chr20	1	1	1	1	63873487	63873487
30503	771_chr3	1	1	1	1	63719522	63719522
30504	771_chr4	1	1	1	1	55435952	55435952
30505	771_chr5	1	1	1	1	64386928	64386928
30506	771_chr6	1	1	1	1	63371292	63371292
30507	771_chr7	1	1	1	1	66846310	66846310
30508	771_chr8	1	1	1	1	64166999	64166999
30509	771_chr9	1	1	1	1	66715153	66715153
30510	771_chrX	1	1	1	1	128484840	128484840
30511	772_chr1	1	1	1	1	71275641	71275641
30512	772_chr10	1	1	1	1	54507912	54507912
30513	772_chr11	1	1	1	1	67851829	67851829
30514	772_chr12	4	4	4	4	65555101	65555103
30515	772_chr13	1	1	1	1	36974718	36974718
30516	772_chr14	1	1	1	1	82027207	82027207
30517	772_chr15	1	1	1	1	92965598	92965598
30518	772_chr16	1	1	1	1	79938830	79938830
30519	772_chr17	1	1	1	1	70459805	70459805
30520	772_chr18	1	1	1	1	68106580	68106580
30521	772_chr2	1	1	1	1	64999192	64999192
30522	772_chr20	1	1	1	1	64008230	64008230
30523	772_chr3	1	1	1	1	63787764	63787764
30524	772_chr4	1	1	1	1	55455357	55455357
30525	772_chr5	1	1	1	1	64430577	64430577
30526	772_chr6	1	1	1	1	63388724	63388724
30527	772_chr7	1	1	1	1	66999140	66999140
30528	772_chr8	1	1	1	1	64364483	64364483
30529	772_chr9	1	1	1	1	66728170	66728170
30530	772_chrX	1	1	1	1	128584808	128584808
30531	773_chr1	1	1	1	1	71474722	71474722
30532	773_chr10	1	1	1	1	54531177	54531177
30533	773_chr11	1	1	1	1	68259462	68259462
30534	773_chr12	1	1	1	1	65755776	65755776
30535	773_chr13	1	1	1	1	37071026	37071026
30536	773_chr14	2	2	2	2	82029090	82029822
30537	773_chr15	1	1	1	1	92976800	92976800
30538	773_chr16	1	1	1	1	79939915	79939915
30539	773_chr17	5	5	5	5	70464975	70464989
30540	773_chr18	1	1	1	1	68125975	68125975
30541	773_chr2	1	1	1	1	65278931	65278931
30542	773_chr20	1	1	1	1	64091224	64091224
30543	773_chr3	1	1	1	1	63816472	63816472
30544	773_chr4	1	1	1	1	55694099	55694099
30545	773_chr5	1	1	1	1	64443606	64443606
30546	773_chr6	2	2	2	2	63556924	63557715
30547	773_chr7	1	1	1	1	67098045	67098045
30548	773_chr8	1	1	1	1	64427356	64427356
30549	773_chr9	1	1	1	1	66825359	66825359
30550	773_chrX	1	1	1	1	128785569	128785569
30551	774_chr1	1	1	1	1	71485262	71485262
30552	774_chr10	1	1	1	1	54593265	54593265
30553	774_chr11	1	1	1	1	68444510	68444510
30554	774_chr12	1	1	1	1	65855912	65855912
30555	774_chr13	1	1	1	1	37085265	37085265
30556	774_chr14	1	1	1	1	82119638	82119638
30557	774_chr15	1	1	1	1	93024197	93024197
30558	774_chr16	1	1	1	1	79963125	79963125
30559	774_chr17	1	1	1	1	70516696	70516696
30560	774_chr18	1	1	1	1	68180940	68180940
30561	774_chr2	1	1	1	1	65283999	65283999
30562	774_chr20	1	1	1	1	64140582	64140582
30563	774_chr3	1	1	1	1	63919135	63919135
30564	774_chr4	1	1	1	1	55835524	55835524
30565	774_chr5	1	1	1	1	64501444	64501444
30566	774_chr6	1	1	1	1	63665471	63665471
30567	774_chr7	1	1	1	1	67310571	67310571
30568	774_chr8	1	1	1	1	64483505	64483505
30569	774_chr9	1	1	1	1	66907628	66907628
30570	774_chrX	1	1	1	1	129011785	129011785
30571	775_chr1	1	1	1	1	71505614	71505614
30572	775_chr10	1	1	1	1	54646571	54646571
30573	775_chr11	1	1	1	1	68588028	68588028
30574	775_chr12	1	1	1	1	66036813	66036813
30575	775_chr13	1	1	1	1	37239675	37239675
30576	775_chr14	1	1	1	1	82171840	82171840
30577	775_chr15	1	1	1	1	93034024	93034024
30578	775_chr16	1	1	1	1	79995775	79995775
30579	775_chr17	1	1	1	1	70571497	70571497
30580	775_chr18	1	1	1	1	68208925	68208925
30581	775_chr2	17	17	17	17	65360064	65360076
30582	775_chr3	1	1	1	1	63936865	63936865
30583	775_chr4	1	1	1	1	55981744	55981744
30584	775_chr5	1	1	1	1	64630662	64630662
30585	775_chr6	1	1	1	1	63871371	63871371
30586	775_chr7	5	5	5	5	67362087	67362092
30587	775_chr8	1	1	1	1	64555102	64555102
30588	775_chr9	1	1	1	1	67007837	67007837
30589	775_chrX	1	1	1	1	129911628	129911628
30590	776_chr1	1	1	1	1	71549406	71549406
30591	776_chr10	1	1	1	1	54690879	54690879
30592	776_chr11	1	1	1	1	68781549	68781549
30593	776_chr12	42	42	42	42	66057590	66057840
30594	776_chr13	1	1	1	1	37257347	37257347
30595	776_chr14	1	1	1	1	82250553	82250553
30596	776_chr15	1	1	1	1	93042549	93042549
30597	776_chr16	1	1	1	1	80077383	80077383
30598	776_chr17	1	1	1	1	70633698	70633698
30599	776_chr18	1	1	1	1	68225397	68225397
30600	776_chr2	24	24	24	24	65517506	65517525
30601	776_chr3	1	1	1	1	64024840	64024840
30602	776_chr4	12	12	12	12	56057790	56057801
30603	776_chr5	1	1	1	1	64685271	64685271
30604	776_chr6	1	1	1	1	63912843	63912843
30605	776_chr7	1	1	1	1	67441990	67441990
30606	776_chr8	1	1	1	1	64591993	64591993
30607	776_chr9	1	1	1	1	67069286	67069286
30608	776_chrX	1	1	1	1	130037190	130037190
30609	777_chr1	1	1	1	1	71780046	71780046
30610	777_chr10	1	1	1	1	54753872	54753872
30611	777_chr11	1	1	1	1	68959144	68959144
