mergedClusterID	CHR	chr_order	min	max	mid_pos	x	POS
711_chr17	chr17	17	65033490	65033490	65033490.0	2554415067.0	1
711_chr18	chr18	18	64070497	64070497	64070497.0	2636527552.0	1
711_chr2	chr2	2	60557157	60557306	60557231.5	309503556.5	2
711_chr20	chr20	20	58541504	58541504	58541504.0	2769866543.0	1
711_chr3	chr3	3	59460155	59460155	59460155.0	550429670.0	1
711_chr4	chr4	4	51111849	51111849	51111849.0	740297759.0	1
711_chr5	chr5	5	59827342	59827342	59827342.0	939194776.0	1
711_chr6	chr6	6	59708457	59708457	59708457.0	1120543667.0	1
711_chr7	chr7	7	60655641	60655641	60655641.0	1292186242.0	1
711_chr8	chr8	8	58212149	58212149	58212149.0	1448986451.0	1
711_chr9	chr9	9	62344812	62344812	62344812.0	1598140868.0	1
711_chrX	chrX	23	118733213	118733213	118733213.0	2991463188.0	1
712_chr1	chr1	1	66226379	66226379	66226379.0	66226379.0	1
712_chr10	chr10	10	50451377	50451377	50451377.0	1724478750.0	1
712_chr11	chr11	11	61618643	61618643	61618643.0	1869433347.0	1
712_chr12	chr12	12	61111235	61111235	61111235.0	2003932394.0	1
712_chr13	chr13	13	32020721	32020721	32020721.0	2108107033.0	1
712_chr14	chr14	14	77961620	77961620	77961620.0	2268402111.0	1
712_chr15	chr15	15	87416657	87416657	87416657.0	2384634214.0	1
712_chr16	chr16	16	75279344	75279344	75279344.0	2474470999.0	1
712_chr17	chr17	17	65129342	65129342	65129342.0	2554510919.0	1
712_chr18	chr18	18	64154319	64154319	64154319.0	2636611374.0	1
712_chr2	chr2	2	61109665	61109667	61109666.0	310055991.0	2
712_chr20	chr20	20	58572354	58572354	58572354.0	2769897393.0	1
712_chr3	chr3	3	59646928	59646928	59646928.0	550616443.0	1
712_chr4	chr4	4	51122857	51122857	51122857.0	740308767.0	1
712_chr5	chr5	5	59836713	59836713	59836713.0	939204147.0	1
712_chr6	chr6	6	59757145	59757145	59757145.0	1120592355.0	1
712_chr7	chr7	7	60761217	60761217	60761217.0	1292291818.0	1
712_chr8	chr8	8	58289299	58289299	58289299.0	1449063601.0	1
712_chr9	chr9	9	62366325	62366325	62366325.0	1598162381.0	1
712_chrX	chrX	23	118908692	118908696	118908694.0	2991638669.0	9
713_chr1	chr1	1	66244367	66244367	66244367.0	66244367.0	1
713_chr10	chr10	10	50457142	50457142	50457142.0	1724484515.0	1
713_chr11	chr11	11	61693875	61693875	61693875.0	1869508579.0	1
713_chr12	chr12	12	61130155	61130155	61130155.0	2003951314.0	1
713_chr13	chr13	13	32038184	32038184	32038184.0	2108124496.0	1
713_chr14	chr14	14	78038057	78038057	78038057.0	2268478548.0	1
713_chr15	chr15	15	87519274	87519274	87519274.0	2384736831.0	1
713_chr16	chr16	16	75380926	75380926	75380926.0	2474572581.0	1
713_chr17	chr17	17	65277048	65277048	65277048.0	2554658625.0	1
713_chr18	chr18	18	64229688	64229688	64229688.0	2636686743.0	1
713_chr2	chr2	2	61131367	61131367	61131367.0	310077692.0	1
713_chr20	chr20	20	58585841	58585841	58585841.0	2769910880.0	1
713_chr3	chr3	3	59653176	59653177	59653176.5	550622691.5	2
713_chr4	chr4	4	51132013	51132013	51132013.0	740317923.0	1
713_chr5	chr5	5	59860788	59860788	59860788.0	939228222.0	1
713_chr6	chr6	6	59759688	59759688	59759688.0	1120594898.0	1
713_chr7	chr7	7	60964407	60964520	60964463.5	1292495064.5	6
713_chr8	chr8	8	58305061	58305061	58305061.0	1449079363.0	1
713_chr9	chr9	9	62441855	62441855	62441855.0	1598237911.0	1
713_chrX	chrX	23	118920029	118920029	118920029.0	2991650004.0	1
714_chr1	chr1	1	66339826	66339827	66339826.5	66339826.5	2
714_chr10	chr10	10	50497219	50497219	50497219.0	1724524592.0	1
714_chr11	chr11	11	61715339	61715339	61715339.0	1869530043.0	1
714_chr12	chr12	12	61186588	61186588	61186588.0	2004007747.0	1
714_chr13	chr13	13	32178197	32178197	32178197.0	2108264509.0	1
714_chr14	chr14	14	78058932	78058932	78058932.0	2268499423.0	1
714_chr15	chr15	15	87548567	87548567	87548567.0	2384766124.0	1
714_chr16	chr16	16	75410058	75410062	75410060.0	2474601715.0	5
714_chr17	chr17	17	65677282	65677282	65677282.0	2555058859.0	1
714_chr18	chr18	18	64286664	64286664	64286664.0	2636743719.0	1
714_chr2	chr2	2	61229458	61229462	61229460.0	310175785.0	2
714_chr20	chr20	20	58695356	58695356	58695356.0	2770020395.0	1
714_chr3	chr3	3	59700184	59700184	59700184.0	550669699.0	1
714_chr4	chr4	4	51148028	51148028	51148028.0	740333938.0	1
714_chr5	chr5	5	59896641	59896641	59896641.0	939264075.0	1
714_chr6	chr6	6	59773676	59773676	59773676.0	1120608886.0	1
714_chr7	chr7	7	60986147	60986147	60986147.0	1292516748.0	1
714_chr8	chr8	8	58330851	58330851	58330851.0	1449105153.0	1
714_chr9	chr9	9	62562624	62562624	62562624.0	1598358680.0	1
714_chrX	chrX	23	118950187	118950187	118950187.0	2991680162.0	1
715_chr1	chr1	1	66367868	66367868	66367868.0	66367868.0	1
715_chr10	chr10	10	50589162	50589162	50589162.0	1724616535.0	1
715_chr11	chr11	11	61781046	61781046	61781046.0	1869595750.0	1
715_chr12	chr12	12	61251067	61251067	61251067.0	2004072226.0	1
715_chr13	chr13	13	32339103	32339103	32339103.0	2108425415.0	1
715_chr14	chr14	14	78074856	78074856	78074856.0	2268515347.0	1
715_chr15	chr15	15	87553034	87553034	87553034.0	2384770591.0	1
715_chr16	chr16	16	75419591	75419591	75419591.0	2474611246.0	1
715_chr17	chr17	17	65709822	65709822	65709822.0	2555091399.0	1
715_chr18	chr18	18	64293882	64293882	64293882.0	2636750937.0	1
715_chr2	chr2	2	61230844	61231757	61231300.5	310177625.5	2
715_chr20	chr20	20	58786089	58786100	58786094.5	2770111133.5	9
715_chr3	chr3	3	59750037	59750037	59750037.0	550719552.0	1
715_chr4	chr4	4	51175843	51175843	51175843.0	740361753.0	1
715_chr5	chr5	5	59943960	59943960	59943960.0	939311394.0	1
715_chr6	chr6	6	59780466	59780466	59780466.0	1120615676.0	1
715_chr7	chr7	7	60989789	60989789	60989789.0	1292520390.0	1
715_chr8	chr8	8	58396425	58396425	58396425.0	1449170727.0	1
715_chr9	chr9	9	62573232	62573232	62573232.0	1598369288.0	1
715_chrX	chrX	23	119591741	119591741	119591741.0	2992321716.0	1
716_chr1	chr1	1	66470206	66470206	66470206.0	66470206.0	1
716_chr10	chr10	10	50641107	50641107	50641107.0	1724668480.0	1
716_chr11	chr11	11	61871734	61871734	61871734.0	1869686438.0	1
716_chr12	chr12	12	61265544	61265544	61265544.0	2004086703.0	1
716_chr13	chr13	13	32365009	32365009	32365009.0	2108451321.0	1
716_chr14	chr14	14	78168908	78168908	78168908.0	2268609399.0	1
716_chr15	chr15	15	87629266	87629266	87629266.0	2384846823.0	1
716_chr16	chr16	16	75704134	75704134	75704134.0	2474895789.0	1
716_chr17	chr17	17	65789156	65789156	65789156.0	2555170733.0	1
716_chr18	chr18	18	64321904	64321904	64321904.0	2636778959.0	1
716_chr2	chr2	2	61249011	61249011	61249011.0	310195336.0	1
716_chr20	chr20	20	58871615	58871615	58871615.0	2770196654.0	2
716_chr3	chr3	3	59951402	59951402	59951402.0	550920917.0	1
716_chr4	chr4	4	51185439	51185439	51185439.0	740371349.0	1
716_chr5	chr5	5	59999030	59999030	59999030.0	939366464.0	1
716_chr6	chr6	6	60236165	60237560	60236862.5	1121072072.5	4
716_chr7	chr7	7	61001652	61001652	61001652.0	1292532253.0	1
716_chr8	chr8	8	58619616	58619616	58619616.0	1449393918.0	1
716_chr9	chr9	9	62655929	62655929	62655929.0	1598451985.0	1
716_chrX	chrX	23	119595979	119595979	119595979.0	2992325954.0	1
717_chr1	chr1	1	66477889	66477889	66477889.0	66477889.0	1
717_chr10	chr10	10	50752511	50752511	50752511.0	1724779884.0	1
717_chr11	chr11	11	62025812	62025812	62025812.0	1869840516.0	1
717_chr12	chr12	12	61448097	61448103	61448100.0	2004269259.0	2
717_chr13	chr13	13	32368776	32368784	32368780.0	2108455092.0	3
717_chr14	chr14	14	78310356	78310356	78310356.0	2268750847.0	1
717_chr15	chr15	15	87726900	87726900	87726900.0	2384944457.0	1
717_chr16	chr16	16	75868866	75868866	75868866.0	2475060521.0	1
717_chr17	chr17	17	65814636	65814636	65814636.0	2555196213.0	1
717_chr18	chr18	18	64448951	64448951	64448951.0	2636906006.0	1
717_chr2	chr2	2	61359747	61359747	61359747.0	310306072.0	1
717_chr20	chr20	20	58953908	58953908	58953908.0	2770278947.0	1
717_chr3	chr3	3	59958590	59958590	59958590.0	550928105.0	1
717_chr4	chr4	4	51193380	51193561	51193470.5	740379380.5	2
717_chr5	chr5	5	60159109	60159109	60159109.0	939526543.0	1
717_chr6	chr6	6	60371254	60371263	60371258.5	1121206468.5	16
717_chr7	chr7	7	61296544	61296544	61296544.0	1292827145.0	1
717_chr8	chr8	8	58630441	58630441	58630441.0	1449404743.0	1
717_chr9	chr9	9	62724174	62724174	62724174.0	1598520230.0	1
717_chrX	chrX	23	119672579	119672579	119672579.0	2992402554.0	1
718_chr1	chr1	1	66646265	66646265	66646265.0	66646265.0	1
718_chr10	chr10	10	50911854	50911854	50911854.0	1724939227.0	1
718_chr11	chr11	11	62051304	62051304	62051304.0	1869866008.0	1
718_chr12	chr12	12	61565223	61565223	61565223.0	2004386382.0	1
718_chr13	chr13	13	32472550	32472550	32472550.0	2108558862.0	1
718_chr14	chr14	14	78317325	78317325	78317325.0	2268757816.0	1
718_chr15	chr15	15	87766062	87766062	87766062.0	2384983619.0	1
718_chr16	chr16	16	76010123	76010123	76010123.0	2475201778.0	1
718_chr17	chr17	17	66055834	66055834	66055834.0	2555437411.0	1
718_chr18	chr18	18	64534577	64534577	64534577.0	2636991632.0	1
718_chr2	chr2	2	61452901	61452901	61452901.0	310399226.0	1
718_chr20	chr20	20	59186638	59186638	59186638.0	2770511677.0	1
718_chr3	chr3	3	60032338	60032338	60032338.0	551001853.0	1
718_chr4	chr4	4	51200509	51200509	51200509.0	740386419.0	1
718_chr5	chr5	5	60260191	60260191	60260191.0	939627625.0	1
718_chr6	chr6	6	60407548	60407548	60407548.0	1121242758.0	1
718_chr7	chr7	7	61703571	61703571	61703571.0	1293234172.0	1
718_chr8	chr8	8	58734680	58734680	58734680.0	1449508982.0	1
718_chr9	chr9	9	62803760	62803760	62803760.0	1598599816.0	1
718_chrX	chrX	23	119684225	119684225	119684225.0	2992414200.0	1
719_chr1	chr1	1	66845198	66845198	66845198.0	66845198.0	1
719_chr10	chr10	10	50930838	50930838	50930838.0	1724958211.0	1
719_chr11	chr11	11	62119054	62119054	62119054.0	1869933758.0	1
719_chr12	chr12	12	61766896	61766896	61766896.0	2004588055.0	1
719_chr13	chr13	13	32476155	32476155	32476155.0	2108562467.0	1
719_chr14	chr14	14	78387951	78387951	78387951.0	2268828442.0	1
719_chr15	chr15	15	87838215	87838243	87838229.0	2385055786.0	12
719_chr16	chr16	16	76155666	76155666	76155666.0	2475347321.0	1
719_chr17	chr17	17	66346390	66346390	66346390.0	2555727967.0	1
719_chr18	chr18	18	64557950	64557950	64557950.0	2637015005.0	1
719_chr2	chr2	2	61489845	61489845	61489845.0	310436170.0	1
719_chr20	chr20	20	59282035	59282035	59282035.0	2770607074.0	1
719_chr3	chr3	3	60035267	60035267	60035267.0	551004782.0	1
719_chr4	chr4	4	51233242	51233242	51233242.0	740419152.0	1
719_chr5	chr5	5	60331951	60331951	60331951.0	939699385.0	1
719_chr6	chr6	6	60514390	60514390	60514390.0	1121349600.0	1
719_chr7	chr7	7	61731681	61731681	61731681.0	1293262282.0	1
719_chr8	chr8	8	58849379	58849379	58849379.0	1449623681.0	1
719_chr9	chr9	9	62810511	62810511	62810511.0	1598606567.0	1
719_chrX	chrX	23	119822951	119822951	119822951.0	2992552926.0	1
71_chr1	chr1	1	6332440	6332440	6332440.0	6332440.0	1
71_chr10	chr10	10	6538991	6538991	6538991.0	1680566364.0	1
71_chr11	chr11	11	6426778	6426778	6426778.0	1814241482.0	1
71_chr12	chr12	12	7729724	7729724	7729724.0	1950550883.0	1
71_chr13	chr13	13	16411399	16411399	16411399.0	2092497711.0	1
71_chr14	chr14	14	23557301	23557301	23557301.0	2213997792.0	1
71_chr15	chr15	15	21258623	21258623	21258623.0	2318476180.0	1
71_chr16	chr16	16	6658904	6658912	6658908.0	2405850563.0	2
71_chr17	chr17	17	6572465	6572465	6572465.0	2495954042.0	1
71_chr18	chr18	18	7378153	7378153	7378153.0	2579835208.0	1
71_chr19	chr19	19	8754396	8754803	8754599.5	2661474740.5	2
71_chr2	chr2	2	4804742	4804742	4804742.0	253751067.0	1
71_chr20	chr20	20	7691249	7691249	7691249.0	2719016288.0	1
71_chr21	chr21	21	8445142	8447128	8446135.0	2783911756.0	12
71_chr22	chr22	22	12575021	12575021	12575021.0	2834497043.0	1
71_chr3	chr3	3	5205050	5205050	5205050.0	496174565.0	1
71_chr4	chr4	4	6003920	6003920	6003920.0	695189830.0	1
71_chr5	chr5	5	5502845	5503041	5502943.0	884870377.0	2
71_chr6	chr6	6	6054792	6054792	6054792.0	1066890002.0	1
71_chr7	chr7	7	7516525	7516525	7516525.0	1239047126.0	1
71_chr8	chr8	8	5488291	5488291	5488291.0	1396262593.0	1
71_chr9	chr9	9	4946943	4946943	4946943.0	1540742999.0	1
71_chrX	chrX	23	8857095	8857095	8857095.0	2881587070.0	1
71_chrY	chrY	24	10954025	10954025	10954025.0	3039714633.0	1
720_chr1	chr1	1	66937145	66937145	66937145.0	66937145.0	1
720_chr10	chr10	10	50970358	50970358	50970358.0	1724997731.0	1
720_chr11	chr11	11	62194438	62194438	62194438.0	1870009142.0	1
720_chr12	chr12	12	61842776	61842776	61842776.0	2004663935.0	1
720_chr13	chr13	13	32498987	32498987	32498987.0	2108585299.0	1
720_chr14	chr14	14	78492808	78492808	78492808.0	2268933299.0	1
720_chr15	chr15	15	87840849	87840849	87840849.0	2385058406.0	1
720_chr16	chr16	16	76193573	76193573	76193573.0	2475385228.0	1
720_chr17	chr17	17	66393562	66393562	66393562.0	2555775139.0	1
720_chr18	chr18	18	64651790	64651790	64651790.0	2637108845.0	1
720_chr2	chr2	2	61533847	61533847	61533847.0	310480172.0	1
720_chr20	chr20	20	59361387	59361387	59361387.0	2770686426.0	1
720_chr3	chr3	3	60071233	60071233	60071233.0	551040748.0	1
720_chr4	chr4	4	51255243	51255243	51255243.0	740441153.0	1
720_chr5	chr5	5	60442344	60442344	60442344.0	939809778.0	1
720_chr6	chr6	6	60570566	60570566	60570566.0	1121405776.0	1
720_chr7	chr7	7	61886082	61886082	61886082.0	1293416683.0	1
720_chr8	chr8	8	59113321	59113321	59113321.0	1449887623.0	1
720_chr9	chr9	9	62837030	62837030	62837030.0	1598633086.0	1
720_chrX	chrX	23	119925927	119925932	119925929.5	2992655904.5	7
721_chr1	chr1	1	67157137	67157137	67157137.0	67157137.0	1
721_chr10	chr10	10	51082922	51082922	51082922.0	1725110295.0	1
721_chr11	chr11	11	62362664	62362664	62362664.0	1870177368.0	1
721_chr12	chr12	12	61943830	61943830	61943830.0	2004764989.0	1
721_chr13	chr13	13	32524927	32524927	32524927.0	2108611239.0	1
721_chr14	chr14	14	78534724	78534724	78534724.0	2268975215.0	1
721_chr15	chr15	15	87850312	87850819	87850565.5	2385068122.5	2
721_chr16	chr16	16	76302748	76302748	76302748.0	2475494403.0	1
721_chr17	chr17	17	66615495	66615495	66615495.0	2555997072.0	1
721_chr18	chr18	18	64684635	64684635	64684635.0	2637141690.0	1
721_chr2	chr2	2	61577159	61577159	61577159.0	310523484.0	1
721_chr20	chr20	20	59416078	59416078	59416078.0	2770741117.0	1
721_chr3	chr3	3	60160359	60160359	60160359.0	551129874.0	1
721_chr4	chr4	4	51262323	51262323	51262323.0	740448233.0	1
721_chr5	chr5	5	60514950	60514950	60514950.0	939882384.0	1
721_chr6	chr6	6	60593484	60593486	60593485.0	1121428695.0	3
721_chr7	chr7	7	61960781	61960781	61960781.0	1293491382.0	1
721_chr8	chr8	8	59275196	59275196	59275196.0	1450049498.0	1
721_chr9	chr9	9	62865004	62865004	62865004.0	1598661060.0	1
721_chrX	chrX	23	120123448	120123448	120123448.0	2992853423.0	1
722_chr1	chr1	1	67230348	67230348	67230348.0	67230348.0	1
722_chr10	chr10	10	51097575	51097575	51097575.0	1725124948.0	1
722_chr11	chr11	11	62481081	62481082	62481081.5	1870295785.5	4
722_chr12	chr12	12	62059628	62059628	62059628.0	2004880787.0	1
722_chr13	chr13	13	32626189	32626189	32626189.0	2108712501.0	1
722_chr14	chr14	14	78595629	78595629	78595629.0	2269036120.0	1
722_chr15	chr15	15	88003205	88003205	88003205.0	2385220762.0	1
722_chr16	chr16	16	76317253	76317269	76317261.0	2475508916.0	17
722_chr17	chr17	17	66641813	66641813	66641813.0	2556023390.0	1
722_chr18	chr18	18	64782084	64782084	64782084.0	2637239139.0	1
722_chr2	chr2	2	61647914	61647914	61647914.0	310594239.0	1
722_chr20	chr20	20	59484596	59484596	59484596.0	2770809635.0	1
722_chr3	chr3	3	60165706	60165706	60165706.0	551135221.0	1
722_chr4	chr4	4	51264656	51264656	51264656.0	740450566.0	1
722_chr5	chr5	5	60572975	60572975	60572975.0	939940409.0	1
722_chr6	chr6	6	60610492	60610492	60610492.0	1121445702.0	1
722_chr7	chr7	7	62123862	62123862	62123862.0	1293654463.0	1
722_chr8	chr8	8	59318893	59318893	59318893.0	1450093195.0	1
722_chr9	chr9	9	62870335	62870335	62870335.0	1598666391.0	1
722_chrX	chrX	23	120203397	120203397	120203397.0	2992933372.0	1
723_chr1	chr1	1	67245001	67245001	67245001.0	67245001.0	1
723_chr10	chr10	10	51153229	51153229	51153229.0	1725180602.0	1
723_chr11	chr11	11	62503317	62503317	62503317.0	1870318021.0	1
723_chr12	chr12	12	62087381	62087381	62087381.0	2004908540.0	1
723_chr13	chr13	13	32635169	32635169	32635169.0	2108721481.0	1
723_chr14	chr14	14	78636896	78636896	78636896.0	2269077387.0	1
723_chr15	chr15	15	88007942	88007942	88007942.0	2385225499.0	1
723_chr16	chr16	16	76485431	76485431	76485431.0	2475677086.0	1
723_chr17	chr17	17	66719677	66719825	66719751.0	2556101328.0	2
723_chr18	chr18	18	64831400	64831400	64831400.0	2637288455.0	1
723_chr2	chr2	2	61667076	61667076	61667076.0	310613401.0	1
723_chr20	chr20	20	59517818	59517818	59517818.0	2770842857.0	1
723_chr3	chr3	3	60208991	60208991	60208991.0	551178506.0	1
723_chr4	chr4	4	51271228	51271228	51271228.0	740457138.0	1
723_chr5	chr5	5	60639725	60639725	60639725.0	940007159.0	1
723_chr6	chr6	6	60651191	60651191	60651191.0	1121486401.0	1
723_chr7	chr7	7	62143896	62143896	62143896.0	1293674497.0	1
723_chr8	chr8	8	59324664	59324664	59324664.0	1450098966.0	1
723_chr9	chr9	9	62907975	62907975	62907975.0	1598704031.0	1
723_chrX	chrX	23	120223158	120223158	120223158.0	2992953133.0	1
724_chr1	chr1	1	67277126	67277126	67277126.0	67277126.0	1
724_chr10	chr10	10	51187454	51187454	51187454.0	1725214827.0	1
724_chr11	chr11	11	62561660	62561672	62561666.0	1870376370.0	3
724_chr12	chr12	12	62224314	62224314	62224314.0	2005045473.0	1
724_chr13	chr13	13	32647408	32647408	32647408.0	2108733720.0	1
724_chr14	chr14	14	78642023	78642023	78642023.0	2269082514.0	1
724_chr15	chr15	15	88093048	88093048	88093048.0	2385310605.0	1
724_chr16	chr16	16	76616253	76616253	76616253.0	2475807908.0	1
724_chr17	chr17	17	66726552	66726552	66726552.0	2556108129.0	1
724_chr18	chr18	18	64859575	64859575	64859575.0	2637316630.0	1
724_chr2	chr2	2	61675119	61675119	61675119.0	310621444.0	1
724_chr20	chr20	20	59562194	59562194	59562194.0	2770887233.0	1
724_chr3	chr3	3	60213368	60213368	60213368.0	551182883.0	1
724_chr4	chr4	4	51273982	51273982	51273982.0	740459892.0	1
724_chr5	chr5	5	60659704	60659704	60659704.0	940027138.0	1
724_chr6	chr6	6	60657263	60657263	60657263.0	1121492473.0	1
724_chr7	chr7	7	62153167	62153167	62153167.0	1293683768.0	1
724_chr8	chr8	8	59429707	59429707	59429707.0	1450204009.0	1
724_chr9	chr9	9	63020590	63020590	63020590.0	1598816646.0	1
724_chrX	chrX	23	120245892	120245892	120245892.0	2992975867.0	1
725_chr1	chr1	1	67342197	67342197	67342197.0	67342197.0	1
725_chr10	chr10	10	51269381	51269381	51269381.0	1725296754.0	1
725_chr11	chr11	11	62623409	62623409	62623409.0	1870438113.0	1
725_chr12	chr12	12	62323032	62323032	62323032.0	2005144191.0	1
725_chr13	chr13	13	32707444	32707703	32707573.5	2108793885.5	123
725_chr14	chr14	14	78732238	78732238	78732238.0	2269172729.0	1
725_chr15	chr15	15	88267977	88267977	88267977.0	2385485534.0	1
725_chr16	chr16	16	76740909	76740909	76740909.0	2475932564.0	1
725_chr17	chr17	17	66776568	66776568	66776568.0	2556158145.0	1
725_chr18	chr18	18	64881149	64881149	64881149.0	2637338204.0	1
725_chr2	chr2	2	61706562	61706562	61706562.0	310652887.0	1
725_chr20	chr20	20	59567535	59567535	59567535.0	2770892574.0	1
725_chr3	chr3	3	60329502	60329502	60329502.0	551299017.0	1
725_chr4	chr4	4	51299245	51299245	51299245.0	740485155.0	1
725_chr5	chr5	5	60701657	60701657	60701657.0	940069091.0	1
725_chr6	chr6	6	60666576	60666576	60666576.0	1121501786.0	1
725_chr7	chr7	7	62270637	62270637	62270637.0	1293801238.0	1
725_chr8	chr8	8	59540043	59540043	59540043.0	1450314345.0	1
725_chr9	chr9	9	63187375	63187375	63187375.0	1598983431.0	1
725_chrX	chrX	23	120289987	120289987	120289987.0	2993019962.0	1
726_chr1	chr1	1	67407158	67407158	67407158.0	67407158.0	1
726_chr10	chr10	10	51281215	51281215	51281215.0	1725308588.0	1
726_chr11	chr11	11	62924425	62924425	62924425.0	1870739129.0	1
726_chr12	chr12	12	62385623	62385623	62385623.0	2005206782.0	1
726_chr13	chr13	13	32811297	32811297	32811297.0	2108897609.0	1
726_chr14	chr14	14	78858727	78858727	78858727.0	2269299218.0	1
726_chr15	chr15	15	88305265	88305265	88305265.0	2385522822.0	1
726_chr16	chr16	16	76757827	76757827	76757827.0	2475949482.0	1
726_chr17	chr17	17	66794596	66794596	66794596.0	2556176173.0	1
726_chr18	chr18	18	65033023	65033023	65033023.0	2637490078.0	1
726_chr2	chr2	2	61714693	61714717	61714705.0	310661030.0	3
726_chr20	chr20	20	59597850	59597850	59597850.0	2770922889.0	1
726_chr3	chr3	3	60453025	60453025	60453025.0	551422540.0	1
726_chr4	chr4	4	51313488	51313488	51313488.0	740499398.0	1
726_chr5	chr5	5	60710067	60710067	60710067.0	940077501.0	1
726_chr6	chr6	6	60779161	60779161	60779161.0	1121614371.0	1
726_chr7	chr7	7	62284993	62284993	62284993.0	1293815594.0	1
726_chr8	chr8	8	59631253	59631253	59631253.0	1450405555.0	1
726_chr9	chr9	9	63327567	63327567	63327567.0	1599123623.0	1
726_chrX	chrX	23	120575368	120575368	120575368.0	2993305343.0	1
727_chr1	chr1	1	67533710	67533710	67533710.0	67533710.0	1
727_chr10	chr10	10	51300115	51300115	51300115.0	1725327488.0	1
727_chr11	chr11	11	62926846	62926846	62926846.0	1870741550.0	1
727_chr12	chr12	12	62413640	62413640	62413640.0	2005234799.0	1
727_chr13	chr13	13	32931985	32931985	32931985.0	2109018297.0	1
727_chr14	chr14	14	78934157	78934160	78934158.5	2269374649.5	3
727_chr15	chr15	15	88710261	88710261	88710261.0	2385927818.0	1
727_chr16	chr16	16	76759604	76759604	76759604.0	2475951259.0	1
727_chr17	chr17	17	66798554	66799367	66798960.5	2556180537.5	8
727_chr18	chr18	18	65080207	65080207	65080207.0	2637537262.0	1
727_chr2	chr2	2	61751841	61751841	61751841.0	310698166.0	1
727_chr20	chr20	20	59730250	59730250	59730250.0	2771055289.0	1
727_chr3	chr3	3	60483854	60483854	60483854.0	551453369.0	1
727_chr4	chr4	4	51359988	51360091	51360039.5	740545949.5	2
727_chr5	chr5	5	60744988	60744988	60744988.0	940112422.0	1
727_chr6	chr6	6	60797345	60797345	60797345.0	1121632555.0	1
727_chr7	chr7	7	62291833	62291833	62291833.0	1293822434.0	1
727_chr8	chr8	8	59836362	59836362	59836362.0	1450610664.0	1
727_chr9	chr9	9	63397837	63397837	63397837.0	1599193893.0	1
727_chrX	chrX	23	120636932	120636932	120636932.0	2993366907.0	1
728_chr1	chr1	1	67572356	67572356	67572356.0	67572356.0	1
728_chr10	chr10	10	51312282	51312282	51312282.0	1725339655.0	1
728_chr11	chr11	11	62998092	62998092	62998092.0	1870812796.0	1
728_chr12	chr12	12	62614405	62614405	62614405.0	2005435564.0	1
728_chr13	chr13	13	33030519	33030519	33030519.0	2109116831.0	1
728_chr14	chr14	14	79049022	79049171	79049096.5	2269489587.5	20
728_chr15	chr15	15	88721067	88721067	88721067.0	2385938624.0	1
728_chr16	chr16	16	76863999	76863999	76863999.0	2476055654.0	1
728_chr17	chr17	17	66914566	66914566	66914566.0	2556296143.0	1
728_chr18	chr18	18	65195199	65195199	65195199.0	2637652254.0	1
728_chr2	chr2	2	61826566	61826566	61826566.0	310772891.0	1
728_chr20	chr20	20	59761965	59761965	59761965.0	2771087004.0	1
728_chr3	chr3	3	60512301	60512301	60512301.0	551481816.0	1
728_chr4	chr4	4	51365474	51365474	51365474.0	740551384.0	1
728_chr5	chr5	5	60761504	60761922	60761713.0	940129147.0	3
728_chr6	chr6	6	60928194	60928194	60928194.0	1121763404.0	1
728_chr7	chr7	7	62385756	62385756	62385756.0	1293916357.0	1
728_chr8	chr8	8	59889597	59889597	59889597.0	1450663899.0	1
728_chr9	chr9	9	63577353	63577353	63577353.0	1599373409.0	1
728_chrX	chrX	23	120787937	120787937	120787937.0	2993517912.0	1
729_chr1	chr1	1	67623516	67623516	67623516.0	67623516.0	1
729_chr10	chr10	10	51414020	51414020	51414020.0	1725441393.0	1
729_chr11	chr11	11	63087858	63087858	63087858.0	1870902562.0	1
729_chr12	chr12	12	62667117	62667117	62667117.0	2005488276.0	1
729_chr13	chr13	13	33240654	33240654	33240654.0	2109326966.0	1
729_chr14	chr14	14	79051493	79051493	79051493.0	2269491984.0	1
729_chr15	chr15	15	88744952	88744952	88744952.0	2385962509.0	1
729_chr16	chr16	16	76870651	76870651	76870651.0	2476062306.0	1
729_chr17	chr17	17	66922956	66922956	66922956.0	2556304533.0	1
729_chr18	chr18	18	65393191	65393195	65393193.0	2637850248.0	7
729_chr2	chr2	2	61924704	61924704	61924704.0	310871029.0	1
729_chr20	chr20	20	59793821	59793821	59793821.0	2771118860.0	1
729_chr3	chr3	3	60636420	60636420	60636420.0	551605935.0	1
729_chr4	chr4	4	51399416	51399416	51399416.0	740585326.0	1
729_chr5	chr5	5	60793349	60793349	60793349.0	940160783.0	1
729_chr6	chr6	6	61091834	61091834	61091834.0	1121927044.0	1
729_chr7	chr7	7	62426609	62426609	62426609.0	1293957210.0	1
729_chr8	chr8	8	60153023	60153023	60153023.0	1450927325.0	1
729_chr9	chr9	9	63652508	63652508	63652508.0	1599448564.0	1
729_chrX	chrX	23	121016262	121016262	121016262.0	2993746237.0	1
72_chr1	chr1	1	6560329	6560329	6560329.0	6560329.0	1
72_chr10	chr10	10	6558692	6558692	6558692.0	1680586065.0	1
72_chr11	chr11	11	7019894	7019894	7019894.0	1814834598.0	1
72_chr12	chr12	12	7759997	7759997	7759997.0	1950581156.0	1
72_chr13	chr13	13	16414884	16415913	16415398.5	2092501710.5	97
